       0.446      0.182      4.008     -0.242     -0.055      4.719
      -0.222     -0.398      6.336      0.404     -0.010      2.290
      -0.084     -0.479      4.830      0.221      0.208      3.877
       0.423      0.073      3.839     -0.389      0.267      4.842
       0.126      0.077      1.007     -0.664     -0.368      7.517
      -0.303     -0.013      5.164      0.331      0.315      3.540
       0.312     -0.237      3.643     -0.184      0.230      5.113
      -0.261      0.238      4.382      0.519     -0.085      4.316
      -0.332     -0.064      3.730      0.381      0.094      5.032
       0.220     -0.265      7.385     -0.131      0.249      1.364
      -0.268     -0.203      3.093      0.124      0.307      5.656
      -0.267     -0.022      4.354      0.436     -0.106      4.385
      -0.059     -0.329      2.071      0.160      0.095      6.656
       0.335      0.199      4.006     -0.166     -0.184      4.748
      -0.153      0.119      3.434      0.362     -0.493      5.215
      -0.491     -0.150      5.694      0.061      0.312      2.941
      -0.442      0.105      3.041      0.179     -0.105      5.677
      -0.413     -0.222      4.721      0.439      0.072      4.012
       0.430      0.308      5.710     -0.172     -0.038      2.977
      -0.509      0.008      4.913      0.254     -0.070      3.808
      -0.352     -0.242      4.930      0.326     -0.212      3.709
      -0.501     -0.244      4.826      0.303      0.072      3.885
       0.045     -0.260      6.680     -0.309      0.102      2.029
       0.173      0.398      2.739     -0.232     -0.047      5.945
       0.166      0.057      6.213     -0.284     -0.292      2.507
      -0.112     -0.141      4.137      0.547     -0.163      4.459
       0.315      0.016      2.481     -0.606     -0.301      6.159
       0.566      0.051      3.472      0.084     -0.118      5.031
      -0.114      0.118      0.846      0.443      0.410      7.681
       0.288      0.068      2.020     -0.235     -0.020      6.745
       0.467     -0.237      4.025     -0.197      0.189      4.685
      -0.232      0.104      2.447      0.278     -0.026      6.323
       0.063     -0.178      3.535     -0.461      0.290      5.130
       0.076     -0.374      5.126      0.343      0.174      3.513
      -0.258      0.254      5.953      0.344     -0.044      2.780
      -0.351     -0.070      5.411      0.329     -0.173      3.318
       0.156      0.255      1.414     -0.149     -0.467      7.302
       0.247     -0.219      3.649     -0.621     -0.197      4.905
      -0.217      0.102      5.121      0.392      0.342      3.499
       0.325     -0.258      4.706     -0.297     -0.241      3.912
       0.198     -0.169      7.942     -0.155      0.054      0.816
      -0.122      0.158      6.335      0.348      0.079      2.369
       0.201     -0.002      6.715     -0.141      0.224      2.029
      -0.272      0.049      1.964      0.350     -0.207      6.780
      -0.193     -0.189      5.915      0.224      0.040      2.852
      -0.410     -0.292      6.297      0.222     -0.001      2.398
       0.353     -0.220      2.610     -0.389      0.160      6.133
       0.326      0.023      4.946     -0.315     -0.258      3.785
       0.208      0.078      6.952     -0.377      0.031      1.773
       0.326     -0.002      5.564     -0.469     -0.060      3.172
       0.102     -0.418      4.936     -0.289      0.203      3.778
      -0.081     -0.324      6.040     -0.333      0.184      2.609
       0.609     -0.164      4.571      0.030      0.092      3.944
      -0.391      0.371      5.245      0.211     -0.059      3.442
      -0.294     -0.282      2.946      0.656     -0.030      5.647
      -0.510      0.238      5.630      0.179      0.351      2.845
      -0.213      0.064      3.661      0.029     -0.624      4.889
       0.095      0.470      5.023     -0.502      0.206      3.341
       0.136     -0.126      2.530     -0.086      0.200      6.250
      -0.267     -0.216      7.862      0.102     -0.103      0.833
       0.011     -0.159      6.970      0.229      0.286      1.740
      -0.191      0.176      1.366      0.030     -0.129      7.383
       0.370     -0.176      3.628     -0.252      0.118      5.127
      -0.450     -0.166      6.741      0.215     -0.135      1.936
       0.312     -0.183      1.943     -0.169      0.021      6.788
       0.460     -0.310      4.376     -0.171     -0.105      4.234
      -0.337     -0.155      4.472      0.399     -0.084      4.254
       0.466     -0.042      4.215     -0.157     -0.077      4.490
       0.490     -0.120      4.811     -0.063      0.046      3.852
      -0.472      0.288      4.461      0.217     -0.070      4.230
       0.191      0.428      4.152     -0.173      0.016      4.503
       0.326      0.318      3.397     -0.389      0.316      5.108
      -0.265      0.125      4.479      0.574      0.244      4.125
      -0.186      0.152      3.853      0.541      0.221      4.748
      -0.094     -0.372      3.478      0.321      0.371      5.243
       0.153     -0.284      6.321      0.299      0.207      2.317
      -0.657      0.121      7.320      0.155      0.028      1.274
       0.117      0.069      2.879     -0.474     -0.034      5.821
       0.427     -0.168      4.733     -0.229      0.160      4.008
      -0.209     -0.172      6.261      0.362     -0.022      2.466
       0.224     -0.006      1.308     -0.084      0.548      7.264
      -0.557     -0.359      5.970      0.158      0.109      2.654
       0.265      0.087      2.562     -0.058      0.112      6.170
       0.344      0.154      2.494     -0.109     -0.358      6.205
       0.126     -0.357      6.817     -0.364      0.021      1.831
       0.176      0.108      6.191     -0.278      0.342      2.438
       0.007     -0.453      7.280     -0.236     -0.096      1.270
       0.422      0.084      2.857     -0.251     -0.230      5.867
       0.364     -0.153      3.974     -0.092      0.466      4.679
       0.284     -0.183      2.329     -0.318     -0.378      6.241
      -0.111      0.282      6.634      0.352      0.191      1.949
       0.446     -0.113      4.587     -0.167      0.249      4.120
      -0.478     -0.021      2.727      0.039      0.295      5.864
       0.346      0.040      4.885     -0.417      0.111      3.857
      -0.533      0.672      6.094      0.112     -0.110      2.345
       0.454      0.092      6.010     -0.210      0.495      2.467
      -0.264      0.139      4.414      0.360      0.062      4.329
      -0.315     -0.338      5.982      0.361      0.026      2.714
       0.513      0.055      5.135     -0.063     -0.327      3.461
       0.150      0.351      6.322     -0.190     -0.382      2.421
       0.102     -0.238      2.525      0.112      0.599      6.125
      -0.442     -0.032      5.165      0.358      0.113      3.583
       0.340     -0.282      5.052     -0.066      0.240      3.673
       0.621      0.030      3.713      0.054     -0.124      4.760
      -0.362      0.016      2.734      0.380      0.169      6.002
      -0.273     -0.063      1.826      0.194      0.122      6.936
       0.306     -0.083      1.785     -0.214     -0.212      6.919
       0.259     -0.152      3.663     -0.294      0.219      5.103
       0.129     -0.109      0.949     -0.345      0.287      7.768
       0.312     -0.290      2.825     -0.275      0.035      5.893
      -0.364      0.365      4.171      0.263     -0.132      4.545
      -0.075     -0.183      5.610      0.233      0.291      3.139
      -0.271     -0.007      2.437      0.264     -0.557      6.129
      -0.009      0.398      5.166      0.314     -0.222      3.523
      -0.489      0.254      2.927     -0.036      0.137      5.568
      -0.172      0.074      6.167     -0.455     -0.106      2.352
       0.389      0.095      3.404     -0.273      0.052      5.340
       0.537     -0.068      4.483     -0.110      0.509      4.025
      -0.420      0.123      7.445      0.248      0.047      1.275
      -0.330      0.057      3.513      0.390     -0.078      5.249
       0.225      0.298      5.613     -0.215     -0.195      3.150
       0.024     -0.221      3.370     -0.360      0.356      5.320
      -0.390      0.048      4.318     -0.066     -0.481      4.206
      -0.042     -0.286      4.994      0.409      0.112      3.676
      -0.300      0.020      2.261      0.300      0.089      6.499
       0.195      0.322      5.530     -0.441      0.007      3.124
      -0.327      0.017      6.681      0.174     -0.212      2.052
       0.512      0.273      6.838     -0.206      0.031      1.813
       0.510     -0.086      4.856     -0.390      0.087      3.882
       0.309      0.261      4.180     -0.367      0.053      4.523
      -0.390     -0.227      3.017      0.229     -0.220      5.607
       0.153     -0.160      4.054     -0.528     -0.009      4.610
      -0.185      0.418      3.626      0.006     -0.515      5.089
      -0.422     -0.267      3.281      0.179     -0.096      5.364
      -0.215      0.068      1.669      0.438      0.200      7.023
      -0.227     -0.504      4.621      0.362      0.205      4.057
      -0.207      0.212      3.173      0.412     -0.185      5.566
      -0.126     -0.031      7.476      0.169     -0.195      1.257
       0.226      0.056      5.853     -0.328     -0.443      2.789
       0.451      0.175      5.724     -0.228     -0.008      2.998
      -0.572      0.109      7.106      0.211      0.014      1.565
       0.284      0.227      7.811     -0.129      0.042      0.904
      -0.540     -0.266      5.082      0.134      0.040      3.553
      -0.156      0.261      5.400      0.489      0.136      3.192
       0.112     -0.177      5.089     -0.555      0.072      3.538
       0.112      0.172      3.448     -0.561     -0.158      5.194
      -0.366      0.010      4.782      0.296     -0.066      3.983
       0.166      0.227      4.606     -0.292     -0.244      4.154
      -0.235      0.185      3.760      0.477     -0.375      4.931
      -0.394      0.010      2.986      0.070      0.089      5.718
       0.238      0.351      3.146     -0.137     -0.207      5.597
      -0.324     -0.053      3.524      0.088     -0.285      5.153
      -0.327      0.249      6.611      0.332     -0.038      2.118
      -0.238      0.226      4.183      0.234     -0.136      4.586
       0.070     -0.103      0.584      0.094      0.348      8.128
      -0.171      0.078      6.096      0.349      0.167      2.615
       0.216      0.143      4.627     -0.388      0.228      4.041
       0.139     -0.168      2.590     -0.257      0.272      6.170
       0.326      0.238      6.660      0.183     -0.397      1.905
      -0.358     -0.104      6.552      0.228      0.119      2.207
       0.141     -0.246      3.956     -0.562      0.102      4.682
      -0.539      0.091      3.210     -0.050      0.214      5.282
      -0.604     -0.051      4.472      0.111     -0.089      4.130
      -0.468     -0.019      5.596      0.367     -0.026      3.151
      -0.160     -0.135      1.936      0.338      0.195      6.815
       0.172     -0.012      1.317     -0.428      0.361      7.336
       0.298      0.457      5.626     -0.088     -0.239      3.080
      -0.410      0.046      4.035      0.215      0.351      4.611
       0.130     -0.256      1.768     -0.276     -0.002      6.947
       0.241      0.045      3.838     -0.502     -0.038      4.885
       0.089     -0.015      2.331     -0.107      0.645      6.203
       0.398     -0.129      2.844     -0.255     -0.203      5.837
       0.206     -0.204      3.155     -0.669     -0.249      5.336
      -0.374      0.108      2.200      0.153     -0.100      6.528
       0.140     -0.193      7.167     -0.196      0.299      1.572
       0.086      0.082      3.518     -0.425      0.691      4.788
       0.544     -0.076      6.682     -0.259      0.037      2.024
       0.486     -0.015      4.907     -0.272      0.116      3.820
       0.005     -0.478      6.690     -0.384     -0.093      1.768
       0.606     -0.058      5.574     -0.248      0.206      3.084
      -0.374     -0.011      4.880      0.286      0.231      3.852
       0.375     -0.136      4.728      0.175      0.526      3.745
      -0.408      0.031      5.005      0.415      0.049      3.746
       0.337     -0.187      5.937     -0.368     -0.031      2.793
       0.159     -0.165      6.580      0.413     -0.044      1.952
      -0.383      0.253      5.279      0.343      0.173      3.370
      -0.383      0.528      5.861      0.331      0.269      2.483
      -0.410     -0.139      4.927      0.238     -0.062      3.802
       0.154      0.266      6.760     -0.387     -0.161      1.942
       0.245      0.207      5.812     -0.360      0.237      2.820
      -0.433      0.261      2.536     -0.149      0.083      5.942
      -0.696      0.239      6.082      0.166      0.036      2.457
       0.200      0.057      2.642     -0.490      0.391      5.950
       0.265      0.351      3.230     -0.295     -0.005      5.459
       0.225      0.015      1.184     -0.422     -0.031      7.551
      -0.201      0.110      5.519      0.271     -0.323      3.215
      -0.250     -0.237      4.826      0.346     -0.111      3.867
      -0.172      0.136      2.602      0.282     -0.277      6.152
      -0.220     -0.332      4.181      0.414      0.236      4.543
       0.505     -0.054      4.397     -0.275      0.135      4.324
       0.470     -0.126      5.247     -0.325      0.002      3.489
       0.153     -0.186      1.253     -0.693     -0.098      7.264
      -0.373      0.246      2.550      0.082      0.266      6.000
      -0.756      0.014      6.450      0.065     -0.283      1.955
      -0.259     -0.065      2.448      0.585      0.172      6.234
       0.522     -0.037      5.351     -0.168      0.103      3.340
       0.602     -0.576      6.531     -0.035      0.114      1.896
       0.167      0.009      6.357     -0.256      0.127      2.404
       0.045     -0.339      1.771     -0.254      0.350      6.949
       0.397      0.021      3.816     -0.323      0.348      4.854
       0.204     -0.039      1.057     -0.471      0.201      7.639
       0.510      0.259      5.444     -0.303      0.110      3.202
      -0.180      0.135      1.745      0.521     -0.154      6.946
      -0.341     -0.073      1.865      0.248     -0.437      6.722
      -0.219      0.058      1.445      0.448      0.034      7.281
       0.447      0.374      4.820     -0.307      0.164      3.746
      -0.089     -0.040      4.443      0.610      0.031      4.152
      -0.044     -0.190      4.623      0.506      0.131      4.011
       0.500     -0.127      6.010     -0.177     -0.187      2.636
       0.582      0.428      6.949     -0.273      0.023      1.607
       0.108     -0.252      6.275     -0.351     -0.034      2.408
       0.321     -0.184      2.236     -0.147     -0.280      6.381
      -0.262     -0.229      4.900      0.103      0.349      3.843
       0.215     -0.447      5.510     -0.236      0.048      3.163
      -0.384      0.016      3.374      0.356      0.025      5.386
      -0.222      0.091      1.940      0.542     -0.102      6.757
      -0.002     -0.156      4.809     -0.433     -0.278      3.736
       0.298      0.542      3.604     -0.228      0.143      4.856
       0.261     -0.284      5.716     -0.513     -0.287      2.772
       0.132     -0.171      1.317     -0.413     -0.243      7.299
       0.725      0.105      4.583     -0.119      0.056      3.922
       0.215     -0.102      1.539     -0.157      0.151      7.228
      -0.440      0.006      5.885      0.077      0.132      2.805
      -0.253     -0.212      3.496      0.302      0.112      5.267
      -0.137     -0.158      7.576     -0.083      0.163      1.170
       0.301     -0.114      5.623     -0.315      0.007      3.141
      -0.286     -0.001      2.794      0.274      0.491      5.822
      -0.058     -0.289      3.530      0.135      0.382      5.229
       0.267      0.019      1.998     -0.446     -0.305      6.691
       0.522     -0.319      4.508     -0.068     -0.068      4.043
      -0.160      0.282      4.981      0.408     -0.087      3.724
       0.423      0.266      4.393     -0.269      0.084      4.282
      -0.251     -0.074      4.842      0.443      0.276      3.866
      -0.419     -0.152      3.467      0.260     -0.055      5.254
       0.349      0.040      1.862     -0.161      0.016      6.874
      -0.366     -0.048      3.748      0.276      0.109      5.013
      -0.350      0.314      4.168      0.306     -0.029      4.543
      -0.218      0.056      1.559      0.349     -0.372      7.132
       0.370     -0.023      7.547     -0.144     -0.158      1.167
       0.343     -0.135      6.282     -0.151      0.098      2.474
       0.138      0.013      5.631      0.142      0.419      2.980
       0.297     -0.042      3.230     -0.380     -0.107      5.521
       0.586      0.020      5.338     -0.331     -0.036      3.370
      -0.392     -0.180      5.967      0.285      0.066      2.783
       0.231     -0.535      6.391     -0.279      0.013      2.202
      -0.254     -0.269      4.693      0.255      0.344      4.061
       0.407      0.129      3.587     -0.356      0.483      4.927
       0.403     -0.253      2.445     -0.109      0.043      6.227
       0.372     -0.206      4.179     -0.404     -0.086      4.526
       0.201      0.354      3.070     -0.019     -0.220      5.664
       0.384      0.239      4.332     -0.421      0.154      4.327
       0.260     -0.127      5.151     -0.314      0.118      3.619
      -0.225     -0.163      3.872      0.279      0.243      4.894
       0.160     -0.053      3.271     -0.098      0.481      5.393
       0.092      0.162      2.969     -0.603     -0.293      5.620
      -0.681      0.297      5.392      0.128      0.092      3.084
      -0.495      0.118      5.473      0.214      0.206      3.180
       0.027      0.187      3.754      0.491     -0.351      4.831
      -0.399      0.079      3.989      0.459      0.029      4.754
      -0.566     -0.050      4.703      0.080     -0.063      3.917
      -0.247     -0.160      3.547      0.453      0.063      5.186
      -0.355      0.290      7.897      0.067     -0.102      0.801
       0.422     -0.077      6.530     -0.180      0.197      2.193
       0.312     -0.327      3.646     -0.565      0.021      4.996
       0.388      0.086      4.078     -0.187      0.276      4.589
      -0.370     -0.235      3.510      0.336     -0.266      5.095
      -0.207      0.088      3.526      0.486      0.384      5.053
       0.310      0.047      4.808     -0.406      0.001      3.949
      -0.263     -0.192      7.043      0.323     -0.001      1.687
      -0.223      0.087      4.856      0.304      0.366      3.785
       0.182     -0.325      6.652      0.243      0.219      1.996
      -0.200      0.029      6.448      0.290      0.219      2.274
      -0.492      0.055      6.021      0.159      0.185      2.647
      -0.252      0.384      3.641      0.391      0.201      4.899
      -0.405     -0.238      7.838      0.082      0.098      0.856
      -0.522      0.114      4.147      0.269      0.045      4.555
       0.027     -0.165      8.297      0.042      0.082      0.464
      -0.333      0.030      4.617      0.292     -0.424      4.044
       0.296      0.317      6.226     -0.280      0.023      2.472
       0.254      0.366      3.851     -0.230      0.028      4.825
       0.141     -0.180      6.772     -0.328     -0.023      1.947
      -0.373      0.143      2.425      0.280     -0.170      6.322
      -0.519      0.243      6.219      0.226     -0.015      2.460
      -0.130     -0.192      1.124      0.331     -0.103      7.562
       0.432     -0.127      4.693     -0.318     -0.047      4.043
       0.479     -0.132      3.396     -0.312     -0.336      5.199
      -0.581     -0.127      3.155     -0.044     -0.114      5.323
      -0.098     -0.016      2.612      0.378     -0.638      5.844
      -0.138      0.170      5.429      0.428     -0.303      3.261
      -0.098     -0.228      1.079      0.169     -0.124      7.607
      -0.256     -0.017      5.324      0.387     -0.219      3.395
      -0.183     -0.323      1.881      0.095      0.105      6.843
       0.282      0.390      2.691     -0.261      0.090      5.921
       0.091     -0.072      4.366     -0.594      0.167      4.232
      -0.444     -0.141      3.208      0.206      0.446      5.443
       0.073     -0.129      6.983     -0.305      0.101      1.748
      -0.455     -0.228      2.568     -0.021      0.317      6.031
      -0.187     -0.392      3.884      0.230      0.045      4.813
      -0.402     -0.083      3.403      0.256     -0.235      5.286
       0.252      0.079      1.671     -0.238      0.190      7.053
      -0.246     -0.256      5.568      0.439     -0.129      3.075
       0.466     -0.144      5.284     -0.446     -0.215      3.376
       0.413     -0.082      3.521     -0.430     -0.031      5.223
      -0.493     -0.214      5.090      0.359     -0.252      3.513
       0.255      0.095      3.045     -0.294      0.087      5.710
       0.328     -0.415      5.041     -0.198      0.237      3.685
      -0.118     -0.245      4.692      0.517      0.169      3.964
      -0.160     -0.155      4.200      0.590      0.216      4.437
      -0.384      0.387      3.681      0.263     -0.071      5.000
      -0.016      0.156      3.993      0.540      0.004      4.598
       0.493      0.330      4.328     -0.165     -0.077      4.325
      -0.338      0.333      3.387      0.307      0.128      5.242
       0.297     -0.485      5.633     -0.281      0.052      3.012
       0.331      0.027      5.040     -0.232     -0.265      3.691
       0.242      0.057      1.497     -0.186     -0.256      7.243
      -0.181     -0.019      6.101      0.099      0.347      2.602
       0.522     -0.089      2.541      0.088     -0.157      5.945
      -0.405     -0.138      2.748      0.142     -0.285      5.864
      -0.123      0.025      4.367      0.372      0.428      4.238
      -0.057      0.195      5.339      0.531      0.309      3.113
      -0.555      0.192      4.920      0.330      0.105      3.744
      -0.183      0.177      1.603      0.382      0.102      7.092
      -0.414     -0.069      3.710      0.274      0.143      5.037
       0.240      0.078      7.297     -0.253      0.073      1.453
       0.443      0.015      5.184     -0.362      0.096      3.561
       0.266     -0.590      5.315     -0.107      0.126      3.299
      -0.376     -0.039      5.895      0.303      0.074      2.866
      -0.202     -0.158      2.344      0.438      0.197      6.385
      -0.288      0.293      7.083      0.264     -0.043      1.640
       0.336     -0.014      2.978     -0.289     -0.420      5.666
      -0.360      0.108      5.351      0.440     -0.172      3.391
      -0.355      0.148      2.214     -0.048      0.163      6.398
       0.392     -0.015      2.973     -0.183      0.258      5.730
       0.333      0.017      6.544     -0.090      0.307      2.125
       0.049     -0.324      2.285     -0.345      0.127      6.403
      -0.252      0.155      3.225      0.131     -0.528      5.442
      -0.384      0.099      4.437      0.036     -0.484      4.159
       0.229      0.144      3.113     -0.598      0.180      5.497
      -0.143      0.101      7.503      0.198     -0.127      1.262
       0.167     -0.043      4.463     -0.097     -0.106      4.312
       0.270      0.115      2.879     -0.482      0.185      5.802
       0.299     -0.085      5.451     -0.284      0.275      3.291
       0.322      0.096      5.836     -0.416     -0.083      2.912
      -0.455     -0.277      6.199      0.152      0.165      2.504
      -0.163      0.109      7.798      0.136      0.164      0.920
       0.362      0.117      6.675     -0.182     -0.014      2.076
      -0.176     -0.005      1.156      0.465      0.144      7.547
       0.045      0.175      1.282     -0.175     -0.439      7.432
      -0.602      0.129      6.379      0.226      0.078      2.267
      -0.232      0.025      3.297      0.509      0.126      5.409
      -0.027     -0.196      4.054      0.447      0.023      4.600
       0.354      0.434      4.769     -0.229     -0.068      3.901
       0.263      0.110      7.314     -0.227      0.061      1.435
